Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Implementation of a Fuzzy-Based Testbed for Coordination and Management of Cloud-Fog-Edge Resources in SDN-VANETs","Advances in Internet, Data & Web Technologies","","","","10.1007/978-3-031-26281-4_48","Ermioni QafzeziKevin BylykbashiElis KullaMakoto IkedaKeita MatsuoLeonard Barolli","2023","http://link.springer.com/chapter/10.1007/978-3-031-26281-4_48","Chapter"
"Fast Bandwidth-Delay Routing Methods for Software-Defined Network (SDN)","Artificial Intelligence Techniques for Advanced Computing Applications","","","","10.1007/978-981-15-5329-5_31","V. TejaswiniM. SayeekumarG. M. Karthik","2021","http://link.springer.com/chapter/10.1007/978-981-15-5329-5_31","Chapter"
"A Fuzzy-Based System for Assessment of Fog Computing Resources in SDN-VANETs Considering Service Migration Speed as a New Parameter","Advances in Intelligent Networking and Collaborative Systems","","","","10.1007/978-3-031-14627-5_14","Ermioni QafzeziKevin BylykbashiAdmir BarolliMakoto IkedaKeita MatsuoLeonard Barolli","2022","http://link.springer.com/chapter/10.1007/978-3-031-14627-5_14","Chapter"
"DDoS Attack Detection Based on One-Class SVM in SDN","Artificial Intelligence and Security","","","","10.1007/978-981-15-8101-4_18","Jianming ZhaoPeng ZengWenli ShangGuoyu Tong","2020","http://link.springer.com/chapter/10.1007/978-981-15-8101-4_18","Chapter"
"SADA: SDN Architecture Based Secure Dynamic Access Scheme for Satellite Network","Mobile Wireless Middleware, Operating Systems and Applications","","","","10.1007/978-3-031-34497-8_15","Dong YanMing GuLuyuan WangXiongwen He","2023","http://link.springer.com/chapter/10.1007/978-3-031-34497-8_15","Chapter"
"F-SDNGR: Fog with SDN-Based Geographical Routing Enhances the Reliable Routing in Vehicular Ad Hoc Network (VANET)","Proceedings of International Conference on Communication and Computational Technologies","","","","10.1007/978-981-99-3485-0_46","S. KarthikeyiniM. RupaS. AthiraM. Ravikumar","2023","http://link.springer.com/chapter/10.1007/978-981-99-3485-0_46","Chapter"
"On Edge Cloud Architecture and Joint Physical Virtual Resource Orchestration for SDN/NFV","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-319-92016-0_3","Shah Nawaz KhanRoberto Riggio","2018","http://link.springer.com/chapter/10.1007/978-3-319-92016-0_3","Chapter"
"A Dynamic QoS Routing Mechanism for Deep Space Network Based on SDN Architecture","Wireless and Satellite Systems","","","","10.1007/978-3-030-93398-2_26","Dong YanMing GuXiongwen HeLuyuan Wang","2022","http://link.springer.com/chapter/10.1007/978-3-030-93398-2_26","Chapter"
"Delay-Constrained Load Balancing in the SDN","Space Information Networks","","","","10.1007/978-981-13-5937-8_14","Ziyi MaXiaoqiang DiYuming JiangHuilin JiangHuamin Yang","2019","http://link.springer.com/chapter/10.1007/978-981-13-5937-8_14","Chapter"
"A Fuzzy-Based System for Assessment of Fog Computing Resources in SDN-VANETs","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-031-08819-3_1","Ermioni QafzeziKevin BylykbashiPhudit AmpriritMakoto IkedaKeita MatsuoLeonard Barolli","2022","http://link.springer.com/chapter/10.1007/978-3-031-08819-3_1","Chapter"
"ConForm: In-Band Control Flows Self-establishment with Integrated Topology Discovery to SDN-Based Networks","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-44038-1_10","Marcelo Silva FreitasPedro Frosi RosaFlavio de Oliveira Silva","2020","http://link.springer.com/chapter/10.1007/978-3-030-44038-1_10","Chapter"
"On Designing SDN Services for Energy-Aware Traffic Engineering","Testbeds and Research Infrastructures for the Development of Networks and Communities","","","","10.1007/978-3-319-49580-4_2","Marcos Dias de AssunçãoRadu CarpaLaurent LefèvreOlivier Glück","2017","http://link.springer.com/chapter/10.1007/978-3-319-49580-4_2","Chapter"
"Architecture and Application of SDN/NFV-enabled Space-Terrestrial Integrated Network","Space Information Networks","","","","10.1007/978-981-10-4403-8_21","Xiangyue HuangZhifeng ZhaoXiangjun MengHonggang Zhang","2017","http://link.springer.com/chapter/10.1007/978-981-10-4403-8_21","Chapter"
"SDN Security: Challenges and Solutions","Emerging Research in Electronics, Computer Science and Technology","","","","10.1007/978-981-13-5802-9_73","J. Prathima MabelK. A. VaniK. N. Rama Mohan Babu","2019","http://link.springer.com/chapter/10.1007/978-981-13-5802-9_73","Chapter"
"Reinforcement Learning Based Seamless Handover Algorithm in SDN-Enabled WLAN","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-030-86137-7_35","Jianjun LeiXin LiuYing WangXunwei ZhaoPing Gai","2021","http://link.springer.com/chapter/10.1007/978-3-030-86137-7_35","Chapter"
"A Model Checking Based Approach for Detecting SDN Races","Testing Software and Systems","","","","10.1007/978-3-030-31280-0_12","Evgenii VinarskiiJorge LópezNatalia KushikNina YevtushenkoDjamal Zeghlache","2019","http://link.springer.com/chapter/10.1007/978-3-030-31280-0_12","Chapter"
"Footprints: Ensuring Trusted Service Function Chaining in the World of SDN and NFV","Security and Privacy in Communication Networks","","","","10.1007/978-3-030-37231-6_16","Montida PattaranantakulQipeng SongYanmei TianLicheng WangZonghua ZhangAhmed Meddahi","2019","http://link.springer.com/chapter/10.1007/978-3-030-37231-6_16","Chapter"
"Automated and Optimized Formal Approach to Verify SDN Access-Control Misconfigurations","Testbeds and Research Infrastructures for the Development of Networks and Communities","","","","10.1007/978-3-030-12971-2_6","Amina SaâdaouiNihel Ben Youssef Ben SouayehAdel Bouhoula","2019","http://link.springer.com/chapter/10.1007/978-3-030-12971-2_6","Chapter"
"DSS-SL: Dynamic Signage System Based on SDN with LiFi Communication for Smart Buildings","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-7605-3_128","Pradip Kumar SharmaByoung Wook KwonJong Hyuk Park","2018","http://link.springer.com/chapter/10.1007/978-981-10-7605-3_128","Chapter"
"Research and Application of Edge Resource Allocation Algorithm of Power Internet of Things Based on SDN","Advanced Intelligent Technologies for Industry","","","","10.1007/978-981-16-9735-7_51","Dong LiShuangshuang GuoYue ZhangHao XuQingquan Dong","2022","http://link.springer.com/chapter/10.1007/978-981-16-9735-7_51","Chapter"
"Reinforcement Learning-Based Traffic Engineering in SDN: Problem Formulation, Parameters, and Topology","Inventive Communication and Computational Technologies","","","","10.1007/978-981-19-4960-9_25","A. BhavaniY. EkshithaA. MounikaU. Prabu","2023","http://link.springer.com/chapter/10.1007/978-981-19-4960-9_25","Chapter"
"Enabling SDN Experimentation with Wired and Wireless Resources: The SmartFIRE Facility","Cloud Computing","","","","10.1007/978-3-319-38904-2_29","Kostas ChoumasThanasis KorakisHyunwoo LeeDonghyun KimJunho SuhTed Taekyoung KwonPedro Martinez-JuliaAntonio SkarmetaTaewan YouLoic BaronSerge FdidaJongWon Kim","2016","http://link.springer.com/chapter/10.1007/978-3-319-38904-2_29","Chapter"
"A Framework for Next Generation Cloud-Native SDN Cognitive Resource Orchestrator for IoTs (NG2CRO)","Distributed Computing and Artificial Intelligence, Special Sessions I, 20th International Conference","","","","10.1007/978-3-031-38318-2_39","Hafiza Kanwal JanjuaIgnacio de MiguelRamón J. Durán BarrosoMaryam MasoumiSoheil HosseiniJuan Carlos AguadoNoemí MerayoEvaristo J. Abril","2023","http://link.springer.com/chapter/10.1007/978-3-031-38318-2_39","Chapter"
"Experimental Evaluation of RSA Algorithms for SDN-Programmable VCSEL-Based S-BVT in High-Capacity and Cost-Efficient Optical Metro Networks","Broadband Communications, Networks, and Systems","","","","10.1007/978-3-030-68737-3_8","Ricardo MartinezRamon CasellasMichela Svaluto MoreoloJosep Maria FabregaRicard VilaltaRaul MunozLaia NadalJuan Pedro Fernández PalaciosVíctor LópezDavid LarrabeitiGabriel Otero","2021","http://link.springer.com/chapter/10.1007/978-3-030-68737-3_8","Chapter"
"DPX: Data-Plane eXtensions for SDN Security Service Instantiation","Detection of Intrusions and Malware, and Vulnerability Assessment","","","","10.1007/978-3-030-22038-9_20","Taejune ParkYeonkeun KimVinod YegneswaranPhillip PorrasZhaoyan XuKyoungSoo ParkSeungwon Shin","2019","http://link.springer.com/chapter/10.1007/978-3-030-22038-9_20","Chapter"
"Research on Detection Method of Abnormal Traffic in SDN","Artificial Intelligence and Security","","","","10.1007/978-3-030-24274-9_22","Yabin XuChenxiao CuiTing XuYangyang Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-24274-9_22","Chapter"
"SDN-Based Replication Management Framework for CCN Networks","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-44038-1_9","Amna FekihSonia Gaied FantarHabib Youssef","2020","http://link.springer.com/chapter/10.1007/978-3-030-44038-1_9","Chapter"
"Collaborative Intrusion Detection System in SDN Using Game Theory","Proceedings of the International Conference on Computing and Communication Systems","","","","10.1007/978-981-10-6890-4_58","V. N. GowthamR. N. BaratherajaG. JayabarathiV. Vetriselvi","2018","http://link.springer.com/chapter/10.1007/978-981-10-6890-4_58","Chapter"
"Invulnerability Analysis for SDN Based on Complex Network Theory","Human Centered Computing","","","","10.1007/978-3-319-31854-7_47","Jinbao YangMei SongChumeng ZhanXiaojuan WangYue Ma","2016","http://link.springer.com/chapter/10.1007/978-3-319-31854-7_47","Chapter"
"An Efficient MPLS-Based Approach for QoS Providing in SDN","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-49342-4_48","Manel MajdoubAli El KamelHabib Youssef","2021","http://link.springer.com/chapter/10.1007/978-3-030-49342-4_48","Chapter"
"On SDN Controller Placement to Achieve Robustness Against Targeted Attacks","Complex Networks & Their Applications VI","","","","10.1007/978-3-319-72150-7_51","Mohammed J. F. Alenazi","2018","http://link.springer.com/chapter/10.1007/978-3-319-72150-7_51","Chapter"
"Attack Detection in SDN Using RNN","Advances in Data-Driven Computing and Intelligent Systems","","","","10.1007/978-981-99-3250-4_44","Nisha AhujaDebajyoti MukhopadhyayLaxman SinghRajiv KumarChitvan Gupta","2023","http://link.springer.com/chapter/10.1007/978-981-99-3250-4_44","Chapter"
"Gold Investment Account in Malaysia: Comparative Review of Gold Investment Scheme Between Maybank Bhd. and Genneva Malaysia Sdn. Bhd.","Proceedings of the 1st AAGBS International Conference on Business Management 2014 (AiCoBM 2014)","","","","10.1007/978-981-287-426-9_54","H. A. Zainal-AbidinP. L. Tan","2016","http://link.springer.com/chapter/10.1007/978-981-287-426-9_54","Chapter"
"VANET Handoff from IEEE 80.11p to Cellular Network Based on Discharging with Handover Pronouncement Based on Software Defined Network (DHP-SDN)","Hybrid Intelligent Systems","","","","10.1007/978-3-031-27409-1_89","M. SarvavnanR. Lakshmi NarayananK. Kavitha","2023","http://link.springer.com/chapter/10.1007/978-3-031-27409-1_89","Chapter"
"A Data Dissemination Strategy in SDN Enabled Vehicular Networks","Communications and Networking","","","","10.1007/978-3-319-66628-0_29","Chen ChenNa LiYansong LiRonghui HouZhiyuan Ren","2018","http://link.springer.com/chapter/10.1007/978-3-319-66628-0_29","Chapter"
"SDN Architecture on Fog Devices for Realtime Traffic Management: A Case Study","Proceedings of the International Conference on Signal, Networks, Computing, and Systems","","","","10.1007/978-81-322-3592-7_33","Kshira Sagar SahooBibhudatta Sahoo","2017","http://link.springer.com/chapter/10.1007/978-81-322-3592-7_33","Chapter"
"How (Not) to Shoot in Your Foot with SDN Local Fast Failover","Principles of Distributed Systems","","","","10.1007/978-3-319-03850-6_6","Michael BorokhovichStefan Schmid","2013","http://link.springer.com/chapter/10.1007/978-3-319-03850-6_6","Chapter"
"Performance Analysis of MPTCP Under High Load Based on SDN Environment","Mobile Wireless Middleware, Operating Systems and Applications","","","","10.1007/978-3-030-62205-3_5","Jiahui HouDinghui HouBixin TaoHui QiXiaoqiang DiWeiwu RenLigang Cong","2020","http://link.springer.com/chapter/10.1007/978-3-030-62205-3_5","Chapter"
"Constraint-Based Parallel Clustering with Optimized Feature Selection for SDN-Enabled Traffic Anomaly Detection and Mitigation","Artificial Intelligence and Technologies","","","","10.1007/978-981-16-6448-9_15","T. VadivuB. Sumathi","2022","http://link.springer.com/chapter/10.1007/978-981-16-6448-9_15","Chapter"
"Security Classification Transmission Method Based on SDN in Industrial Networks","Cloud Computing and Security","","","","10.1007/978-3-030-00021-9_3","Jianming ZhaoWenli ShangZhoubin LiuZixiang Wang","2018","http://link.springer.com/chapter/10.1007/978-3-030-00021-9_3","Chapter"
"A Survey on Role of SDN in Implementing QoS in Routing in the Network","Emerging Research in Computing, Information, Communication and Applications","","","","10.1007/978-981-16-1338-8_31","H. PavithraG. N. SrinivasanK. S. Swarnalatha","2022","http://link.springer.com/chapter/10.1007/978-981-16-1338-8_31","Chapter"
"Rule Placement-Based Energy-Aware Routing in SDN: Review","Communication and Intelligent Systems","","","","10.1007/978-981-19-2130-8_91","Rachid Ben SaidSakirin TamOmer Ozgur Tanriover","2022","http://link.springer.com/chapter/10.1007/978-981-19-2130-8_91","Chapter"
"An IoT Framework for SDN Based City Mobility","Ubiquitous Networking","","","","10.1007/978-3-030-86356-2_10","Anas Al-RahamnehJosé Javier AstrainJesús VilladangosHicham KlainaImanol PicalloPeio Lopez-IturriFrancisco Falcone","2021","http://link.springer.com/chapter/10.1007/978-3-030-86356-2_10","Chapter"
"A More Flexible SDN Architecture Supporting Distributed Applications","Collaborate Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-319-59288-6_15","Wen WangCong LiuJun Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-59288-6_15","Chapter"
"Transiently Consistent SDN Updates: Being Greedy is Hard","Structural Information and Communication Complexity","","","","10.1007/978-3-319-48314-6_25","Saeed Akhoondian AmiriArne LudwigJan MarcinkowskiStefan Schmid","2016","http://link.springer.com/chapter/10.1007/978-3-319-48314-6_25","Chapter"
"Prevention of DrDoS Amplification Attacks by Penalizing the Attackers in SDN Environment","Advanced Information Networking and Applications","","","","10.1007/978-3-030-99587-4_58","Shail SaharanVishal Gupta","2022","http://link.springer.com/chapter/10.1007/978-3-030-99587-4_58","Chapter"
"HS-GWO: A Hybrid Approach for Virtual Network Embedding in SDN-Enabled Distributed Cloud","Advances in Information and Communication","","","","10.1007/978-3-030-98015-3_42","Abderrahim BouchairBelabbas YagoubiSid Ahmed Makhlouf","2022","http://link.springer.com/chapter/10.1007/978-3-030-98015-3_42","Chapter"
"Novel Approach for Task Scheduling of HPC Applications Using SDN","Proceeding of First Doctoral Symposium on Natural Computing Research","","","","10.1007/978-981-33-4073-2_33","Vidya ChitreDeven Shah","2021","http://link.springer.com/chapter/10.1007/978-981-33-4073-2_33","Chapter"
"SDN-Based Cryptographic Client Authentication: A New Approach to DHCP Starvation Mitigation","Innovations in Data Analytics","","","","10.1007/978-981-99-0550-8_41","Gilbert C. UramaChiagoziem C. UkwuomaMd Belal Bin HeyatVictor K. AgbesiFaijan AkhtarMuhammed Amin AbdullahNitish PathakNeelam SharmaSoumi Dutta","2023","http://link.springer.com/chapter/10.1007/978-981-99-0550-8_41","Chapter"
"How to Build a SDN Based IaaS Platform for LSDIS Simulation","Theory, Methodology, Tools and Applications for Modeling and Simulation of Complex Systems","","","","10.1007/978-981-10-2669-0_9","Dawei LiLixin Zhu","2016","http://link.springer.com/chapter/10.1007/978-981-10-2669-0_9","Chapter"
